unit_id,facility_id,blood_group,component,quantity_ml,collection_date,expiry_date,days_remaining,status,is_near_expiry
UNIT03366,FAC038,B+,Plasma,250,2025-12-30,2026-12-30,151,Available,False
UNIT03367,FAC038,B+,Whole Blood,434,2026-07-10,2026-08-14,13,Reserved,False
UNIT03368,FAC038,O+,Platelets,59,2026-07-28,2026-08-02,1,Available,True
UNIT03369,FAC038,B+,Plasma,207,2026-01-25,2027-01-25,177,Available,False
UNIT03370,FAC038,A+,RBC,273,2026-07-06,2026-08-10,9,Available,False
UNIT03371,FAC038,B+,RBC,287,2026-06-27,2026-08-01,0,Available,True
UNIT03372,FAC038,B+,RBC,268,2026-07-20,2026-08-24,23,Available,False
UNIT03373,FAC038,A+,RBC,284,2026-07-12,2026-08-16,15,Available,False
UNIT03374,FAC038,O+,Platelets,53,2026-07-28,2026-08-02,1,Available,True
UNIT03375,FAC038,O+,RBC,286,2026-07-15,2026-08-19,18,Reserved,False
UNIT03376,FAC038,O+,Platelets,60,2026-07-30,2026-08-04,3,Available,False
UNIT03377,FAC038,O+,Platelets,57,2026-07-31,2026-08-05,4,Available,False
UNIT03378,FAC038,A+,Platelets,52,2026-07-30,2026-08-04,3,Reserved,False
UNIT03379,FAC038,B+,RBC,283,2026-07-02,2026-08-06,5,Available,True
UNIT03380,FAC038,AB+,Platelets,58,2026-07-31,2026-08-05,4,Available,False
UNIT03381,FAC038,A+,Plasma,241,2026-03-26,2027-03-26,237,Available,False
UNIT03382,FAC038,B+,Platelets,58,2026-07-27,2026-08-01,0,Reserved,False
UNIT03383,FAC038,B+,Platelets,54,2026-07-28,2026-08-02,1,Available,True
UNIT03384,FAC038,O+,RBC,289,2026-07-30,2026-09-03,33,Available,False
UNIT03385,FAC038,A+,Whole Blood,411,2026-06-28,2026-08-02,1,Available,True
UNIT03386,FAC038,AB+,RBC,295,2026-07-28,2026-09-01,31,Available,False
UNIT03387,FAC038,B+,RBC,273,2026-07-22,2026-08-26,25,Available,False
UNIT03388,FAC038,A+,Platelets,51,2026-07-31,2026-08-05,4,Available,False
UNIT03389,FAC038,B+,Platelets,52,2026-07-31,2026-08-05,4,Available,False
UNIT03390,FAC038,B+,RBC,283,2026-07-04,2026-08-08,7,Available,True
UNIT03391,FAC038,A+,Plasma,201,2026-03-04,2027-03-04,215,Available,False
UNIT03392,FAC038,O+,Platelets,60,2026-07-27,2026-08-01,0,Available,True
UNIT03393,FAC038,O+,Platelets,50,2026-07-27,2026-08-01,0,Available,True
UNIT03394,FAC038,O+,RBC,257,2026-07-17,2026-08-21,20,Available,False
UNIT03395,FAC038,O+,Plasma,208,2026-01-28,2027-01-28,180,Available,False
UNIT03396,FAC038,O+,Whole Blood,415,2026-07-22,2026-08-26,25,Available,False
UNIT03397,FAC038,B+,Platelets,55,2026-07-30,2026-08-04,3,Reserved,False
UNIT03398,FAC038,AB+,Plasma,249,2026-03-13,2027-03-13,224,Reserved,False
UNIT03399,FAC038,AB+,Plasma,228,2025-10-29,2026-10-29,89,Available,False
UNIT03400,FAC038,B+,RBC,282,2026-07-25,2026-08-29,28,Available,False
UNIT03401,FAC038,B+,Platelets,59,2026-07-30,2026-08-04,3,Available,False
UNIT03402,FAC038,B+,Platelets,59,2026-07-28,2026-08-02,1,Available,True
UNIT03403,FAC038,B+,RBC,257,2026-07-21,2026-08-25,24,Available,False
UNIT03404,FAC038,O+,Plasma,201,2025-06-05,2026-06-05,-57,Expired,False
UNIT03405,FAC038,A+,Whole Blood,389,2026-07-01,2026-08-05,4,Available,True
UNIT03406,FAC038,B+,RBC,254,2026-07-13,2026-08-17,16,Available,False
UNIT03407,FAC038,O+,RBC,257,2026-07-12,2026-08-16,15,Available,False
UNIT03408,FAC038,O+,Platelets,55,2026-07-31,2026-08-05,4,Available,False
UNIT03409,FAC038,B+,RBC,297,2026-07-12,2026-08-16,15,Available,False
UNIT03410,FAC038,A+,Whole Blood,416,2026-07-22,2026-08-26,25,Available,False
UNIT03411,FAC038,B+,Plasma,245,2026-03-22,2027-03-22,233,Available,False
UNIT03412,FAC038,B+,Plasma,244,2025-07-06,2026-07-06,-26,Expired,False
UNIT03413,FAC038,O-,RBC,300,2026-07-18,2026-08-22,21,Reserved,False
UNIT03414,FAC038,B+,Platelets,50,2026-07-29,2026-08-03,2,Available,False
UNIT03415,FAC038,A+,RBC,254,2026-06-28,2026-08-02,1,Available,True
UNIT03416,FAC038,B+,RBC,256,2026-07-09,2026-08-13,12,Available,False
UNIT03417,FAC038,O+,RBC,288,2026-07-03,2026-08-07,6,Available,True
UNIT03418,FAC038,A+,Whole Blood,357,2026-07-12,2026-08-16,15,Available,False
UNIT03419,FAC038,B+,Whole Blood,403,2026-07-01,2026-08-05,4,Available,True
UNIT03420,FAC038,B+,RBC,272,2026-07-24,2026-08-28,27,Available,False
UNIT03421,FAC038,A+,RBC,295,2026-07-07,2026-08-11,10,Available,False
UNIT03422,FAC038,A+,Plasma,222,2026-05-14,2027-05-14,286,Available,False
UNIT03423,FAC038,B+,Platelets,58,2026-07-31,2026-08-05,4,Reserved,False
UNIT03424,FAC038,O+,Plasma,236,2026-05-24,2027-05-24,296,Available,False
UNIT03425,FAC038,O+,Platelets,60,2026-07-31,2026-08-05,4,Available,False
UNIT03426,FAC038,O+,Plasma,246,2025-08-30,2026-08-30,29,Available,True
UNIT03427,FAC038,A+,Whole Blood,406,2026-07-15,2026-08-19,18,Available,False
UNIT03428,FAC038,O+,Plasma,213,2026-05-15,2027-05-15,287,Available,False
UNIT03429,FAC038,A+,RBC,261,2026-06-28,2026-08-02,1,Available,True
UNIT03430,FAC038,O+,Whole Blood,423,2026-07-21,2026-08-25,24,Available,False
UNIT03431,FAC038,O+,RBC,256,2026-07-08,2026-08-12,11,Reserved,False
UNIT03432,FAC038,O+,Platelets,60,2026-07-29,2026-08-03,2,Available,False
UNIT03433,FAC038,B+,RBC,291,2026-07-23,2026-08-27,26,Available,False
UNIT03434,FAC038,B+,RBC,284,2026-07-06,2026-08-10,9,Available,False
UNIT03435,FAC038,A+,Platelets,60,2026-07-31,2026-08-05,4,Available,False
UNIT03436,FAC038,B+,Plasma,218,2026-05-04,2027-05-04,276,Available,False
UNIT03437,FAC038,B+,Whole Blood,382,2026-07-14,2026-08-18,17,Available,False
UNIT03438,FAC038,AB+,Plasma,211,2026-01-11,2027-01-11,163,Available,False
UNIT03439,FAC038,O+,Plasma,228,2026-07-22,2027-07-22,355,Available,False
UNIT03440,FAC038,A+,Whole Blood,426,2026-07-21,2026-08-25,24,Available,False
UNIT03441,FAC038,B+,Plasma,245,2025-12-01,2026-12-01,122,Available,False
UNIT03442,FAC038,O+,Platelets,58,2026-07-31,2026-08-05,4,Reserved,False
UNIT03443,FAC038,B+,RBC,256,2026-07-29,2026-09-02,32,Available,False
UNIT03444,FAC038,A+,Platelets,50,2026-07-30,2026-08-04,3,Available,False
UNIT03445,FAC038,AB+,RBC,298,2026-07-29,2026-09-02,32,Available,False
UNIT03446,FAC038,AB+,Plasma,236,2026-02-10,2027-02-10,193,Available,False
UNIT03447,FAC038,B+,RBC,273,2026-07-10,2026-08-14,13,Available,False
UNIT03448,FAC038,O+,Platelets,56,2026-07-31,2026-08-05,4,Available,False
UNIT03449,FAC038,O+,Whole Blood,388,2026-07-24,2026-08-28,27,Available,False
UNIT03450,FAC038,B+,Plasma,250,2025-12-29,2026-12-29,150,Available,False
UNIT03451,FAC038,AB+,Whole Blood,370,2026-07-17,2026-08-21,20,Available,False
UNIT03452,FAC038,O+,Whole Blood,423,2026-07-29,2026-09-02,32,Available,False
UNIT03453,FAC038,A+,Platelets,53,2026-07-29,2026-08-03,2,Available,False
UNIT03454,FAC038,B+,RBC,250,2026-07-28,2026-09-01,31,Available,False
UNIT03455,FAC038,AB+,Plasma,231,2026-06-08,2027-06-08,311,Available,False
UNIT03456,FAC038,A+,Whole Blood,369,2026-07-25,2026-08-29,28,Available,False
UNIT03457,FAC038,O+,Whole Blood,437,2026-07-24,2026-08-28,27,Available,False
UNIT03458,FAC038,O+,Plasma,208,2026-03-15,2027-03-15,226,Available,False
UNIT03459,FAC039,AB+,Whole Blood,363,2026-07-26,2026-08-30,29,Available,False
UNIT03460,FAC039,A+,RBC,252,2026-07-28,2026-09-01,31,Available,False
UNIT03461,FAC039,B+,Platelets,57,2026-07-29,2026-08-03,2,Reserved,False
UNIT03462,FAC039,O+,RBC,263,2026-06-28,2026-08-02,1,Available,True
UNIT03463,FAC039,A+,RBC,284,2026-07-18,2026-08-22,21,Available,False
UNIT03464,FAC039,A+,RBC,269,2026-07-17,2026-08-21,20,Available,False
UNIT03465,FAC039,O+,Whole Blood,372,2026-07-25,2026-08-29,28,Available,False
UNIT03466,FAC039,A+,Platelets,56,2026-08-01,2026-08-06,5,Available,False
UNIT03467,FAC039,O+,RBC,286,2026-06-28,2026-08-02,1,Available,True
UNIT03468,FAC039,O+,RBC,258,2026-07-25,2026-08-29,28,Available,False
UNIT03469,FAC039,A+,RBC,272,2026-07-09,2026-08-13,12,Available,False
UNIT03470,FAC039,O+,Whole Blood,350,2026-07-05,2026-08-09,8,Available,False
UNIT03471,FAC039,O+,RBC,272,2026-07-09,2026-08-13,12,Available,False
UNIT03472,FAC039,A+,Plasma,214,2025-10-14,2026-10-14,74,Available,False
UNIT03473,FAC039,O+,Whole Blood,395,2026-07-25,2026-08-29,28,Available,False
UNIT03474,FAC039,AB+,Platelets,52,2026-07-30,2026-08-04,3,Available,False
UNIT03475,FAC039,A+,Whole Blood,445,2026-07-23,2026-08-27,26,Available,False
UNIT03476,FAC039,O+,Whole Blood,356,2026-07-25,2026-08-29,28,Available,False
UNIT03477,FAC039,B+,Platelets,58,2026-07-29,2026-08-03,2,Available,False
UNIT03478,FAC039,B+,Whole Blood,406,2026-07-25,2026-08-29,28,Available,False
UNIT03479,FAC039,O+,Whole Blood,352,2026-07-18,2026-08-22,21,Available,False
UNIT03480,FAC039,B+,RBC,291,2026-07-26,2026-08-30,29,Available,False
UNIT03481,FAC039,O+,Whole Blood,370,2026-07-20,2026-08-24,23,Available,False
UNIT03482,FAC039,O+,Whole Blood,386,2026-07-23,2026-08-27,26,Available,False
UNIT03483,FAC039,A+,Whole Blood,401,2026-07-26,2026-08-30,29,Available,False
UNIT03484,FAC039,O+,Plasma,219,2026-03-26,2027-03-26,237,Reserved,False
UNIT03485,FAC039,O+,Platelets,55,2026-07-30,2026-08-04,3,Available,False
UNIT03486,FAC039,B+,Plasma,216,2025-10-03,2026-10-03,63,Reserved,False
UNIT03487,FAC039,B+,Whole Blood,409,2026-07-25,2026-08-29,28,Available,False
UNIT03488,FAC039,B+,Whole Blood,365,2026-07-28,2026-09-01,31,Available,False
UNIT03489,FAC039,O+,Whole Blood,444,2026-07-28,2026-09-01,31,Available,False
UNIT03490,FAC039,O+,RBC,298,2026-07-26,2026-08-30,29,Available,False
UNIT03491,FAC039,O+,Plasma,234,2026-05-18,2027-05-18,290,Available,False
UNIT03492,FAC039,A+,Whole Blood,407,2026-07-05,2026-08-09,8,Available,False
UNIT03493,FAC039,A+,Whole Blood,393,2026-07-02,2026-08-06,5,Available,True
UNIT03494,FAC039,O+,Plasma,226,2026-06-08,2027-06-08,311,Available,False
UNIT03495,FAC039,B+,RBC,271,2026-07-28,2026-09-01,31,Available,False
UNIT03496,FAC039,A+,Whole Blood,417,2026-07-05,2026-08-09,8,Available,False
UNIT03497,FAC039,O+,Plasma,211,2026-04-14,2027-04-14,256,Available,False
UNIT03498,FAC039,A+,RBC,261,2026-07-29,2026-09-02,32,Available,False
UNIT03499,FAC039,B+,Platelets,59,2026-07-30,2026-08-04,3,Available,False
UNIT03500,FAC039,B+,Whole Blood,392,2026-07-24,2026-08-28,27,Available,False
UNIT03501,FAC039,A+,RBC,278,2026-07-13,2026-08-17,16,Available,False
UNIT03502,FAC039,O+,Plasma,209,2025-09-06,2026-09-06,36,Available,True
UNIT03503,FAC039,A+,Whole Blood,439,2026-07-15,2026-08-19,18,Available,False
UNIT03504,FAC039,O+,Whole Blood,401,2026-07-29,2026-09-02,32,Reserved,False
UNIT03505,FAC039,B+,Whole Blood,425,2026-07-21,2026-08-25,24,Available,False
UNIT03506,FAC039,A+,Whole Blood,425,2026-07-05,2026-08-09,8,Available,False
UNIT03507,FAC039,B+,Plasma,201,2026-05-27,2027-05-27,299,Available,False
UNIT03508,FAC039,O+,Platelets,58,2026-07-29,2026-08-03,2,Available,False
UNIT03509,FAC039,A+,Platelets,60,2026-07-29,2026-08-03,2,Available,False
UNIT03510,FAC039,O-,Whole Blood,382,2026-07-21,2026-08-25,24,Available,False
UNIT03511,FAC039,AB-,Whole Blood,426,2026-07-05,2026-08-09,8,Available,False
UNIT03512,FAC039,O+,Plasma,231,2025-11-03,2026-11-03,94,Available,False
UNIT03513,FAC039,O+,Whole Blood,437,2026-07-24,2026-08-28,27,Available,False
UNIT03514,FAC039,A+,Plasma,218,2026-03-23,2027-03-23,234,Available,False
UNIT03515,FAC039,A+,Plasma,209,2025-07-15,2026-07-15,-17,Expired,False
UNIT03516,FAC039,A+,Platelets,59,2026-07-27,2026-08-01,0,Available,True
UNIT03517,FAC039,B+,RBC,277,2026-07-04,2026-08-08,7,Available,True
UNIT03518,FAC039,A+,Platelets,59,2026-07-29,2026-08-03,2,Reserved,False
UNIT03519,FAC039,B+,Whole Blood,383,2026-07-27,2026-08-31,30,Available,False
UNIT03520,FAC039,A+,Plasma,208,2025-10-01,2026-10-01,61,Reserved,False
UNIT03521,FAC039,A+,Plasma,234,2026-06-20,2027-06-20,323,Available,False
UNIT03522,FAC039,O+,Whole Blood,370,2026-07-27,2026-08-31,30,Available,False
UNIT03523,FAC039,O+,Whole Blood,383,2026-07-12,2026-08-16,15,Available,False
UNIT03524,FAC039,A+,Whole Blood,446,2026-07-23,2026-08-27,26,Available,False
UNIT03525,FAC039,O+,Plasma,205,2025-08-29,2026-08-29,28,Reserved,False
UNIT03526,FAC039,O+,Whole Blood,430,2026-07-08,2026-08-12,11,Available,False
UNIT03527,FAC039,AB+,Platelets,51,2026-07-27,2026-08-01,0,Available,True
UNIT03528,FAC039,O+,Plasma,208,2025-09-02,2026-09-02,32,Available,True
UNIT03529,FAC039,A+,Whole Blood,395,2026-07-18,2026-08-22,21,Reserved,False
UNIT03530,FAC039,B+,RBC,282,2026-07-14,2026-08-18,17,Available,False
UNIT03531,FAC039,B+,Whole Blood,353,2026-07-15,2026-08-19,18,Available,False
UNIT03532,FAC039,B+,Whole Blood,435,2026-07-18,2026-08-22,21,Available,False
UNIT03533,FAC039,A+,RBC,255,2026-07-03,2026-08-07,6,Available,True
UNIT03534,FAC039,B+,Plasma,205,2026-06-06,2027-06-06,309,Available,False
UNIT03535,FAC039,O+,Plasma,250,2025-12-19,2026-12-19,140,Available,False
UNIT03536,FAC039,A+,Plasma,229,2026-01-28,2027-01-28,180,Available,False
UNIT03537,FAC039,O+,Plasma,230,2026-01-22,2027-01-22,174,Reserved,False
UNIT03538,FAC039,O+,Whole Blood,379,2026-07-22,2026-08-26,25,Available,False
UNIT03539,FAC039,O+,Platelets,59,2026-07-27,2026-08-01,0,Available,True
UNIT03540,FAC039,B+,Platelets,58,2026-07-30,2026-08-04,3,Available,False
UNIT03541,FAC039,O+,RBC,294,2026-07-16,2026-08-20,19,Available,False
UNIT03542,FAC039,AB+,RBC,256,2026-07-21,2026-08-25,24,Available,False
UNIT03543,FAC039,O+,Plasma,242,2026-01-21,2027-01-21,173,Available,False
UNIT03544,FAC039,O+,Plasma,238,2026-05-13,2027-05-13,285,Available,False
UNIT03545,FAC039,O+,Platelets,58,2026-07-28,2026-08-02,1,Available,True
UNIT03546,FAC039,B+,Platelets,54,2026-07-27,2026-08-01,0,Available,True
UNIT03547,FAC039,B+,Platelets,52,2026-07-31,2026-08-05,4,Available,False
UNIT03548,FAC039,AB+,Whole Blood,395,2026-07-19,2026-08-23,22,Available,False
UNIT03549,FAC039,AB+,RBC,284,2026-07-04,2026-08-08,7,Available,True
UNIT03550,FAC039,AB+,Whole Blood,449,2026-07-16,2026-08-20,19,Available,False
UNIT03551,FAC039,A-,Plasma,239,2026-02-06,2027-02-06,189,Available,False
UNIT03552,FAC039,A+,Plasma,230,2026-05-24,2027-05-24,296,Available,False
UNIT03553,FAC039,A+,Plasma,201,2026-01-14,2027-01-14,166,Available,False
UNIT03554,FAC039,O+,Whole Blood,364,2026-07-27,2026-08-31,30,Available,False
UNIT03555,FAC039,AB+,RBC,288,2026-07-20,2026-08-24,23,Available,False
UNIT03556,FAC039,O+,RBC,263,2026-06-18,2026-07-23,-9,Expired,False
UNIT03557,FAC039,O+,Whole Blood,402,2026-07-23,2026-08-27,26,Available,False
UNIT03558,FAC039,O+,Platelets,54,2026-07-31,2026-08-05,4,Available,False
UNIT03559,FAC039,B+,Whole Blood,439,2026-07-19,2026-08-23,22,Available,False
UNIT03560,FAC039,A+,RBC,298,2026-07-20,2026-08-24,23,Reserved,False
UNIT03561,FAC039,B+,RBC,277,2026-07-22,2026-08-26,25,Available,False
UNIT03562,FAC039,B+,Whole Blood,385,2026-07-01,2026-08-05,4,Available,True
UNIT03563,FAC039,A+,Plasma,248,2026-03-17,2027-03-17,228,Available,False
UNIT03564,FAC039,O+,Whole Blood,383,2026-07-06,2026-08-10,9,Available,False
UNIT03565,FAC039,AB+,Whole Blood,443,2026-07-15,2026-08-19,18,Reserved,False
UNIT03566,FAC039,A+,Plasma,206,2026-02-28,2027-02-28,211,Available,False
UNIT03567,FAC039,B+,Plasma,206,2026-04-21,2027-04-21,263,Available,False
UNIT03568,FAC039,O+,Platelets,60,2026-07-29,2026-08-03,2,Reserved,False
UNIT03569,FAC039,B+,Platelets,58,2026-07-30,2026-08-04,3,Available,False
UNIT03570,FAC039,O+,RBC,294,2026-07-09,2026-08-13,12,Available,False
UNIT03571,FAC039,O+,Plasma,236,2026-04-11,2027-04-11,253,Available,False
UNIT03572,FAC039,B+,Whole Blood,390,2026-07-21,2026-08-25,24,Available,False
UNIT03573,FAC039,O+,Whole Blood,442,2026-07-26,2026-08-30,29,Available,False
UNIT03574,FAC039,AB+,RBC,280,2026-07-28,2026-09-01,31,Available,False
UNIT03575,FAC039,O-,RBC,294,2026-07-10,2026-08-14,13,Available,False
UNIT03576,FAC039,A+,Whole Blood,437,2026-07-27,2026-08-31,30,Available,False
UNIT03577,FAC039,O+,RBC,299,2026-07-04,2026-08-08,7,Available,True
UNIT03578,FAC039,AB+,Plasma,226,2026-05-07,2027-05-07,279,Available,False
UNIT03579,FAC039,O+,RBC,270,2026-07-26,2026-08-30,29,Available,False
UNIT03580,FAC039,B+,Whole Blood,353,2026-07-19,2026-08-23,22,Available,False
UNIT03581,FAC039,AB+,Platelets,59,2026-07-28,2026-08-02,1,Available,True
UNIT03582,FAC039,B+,Whole Blood,398,2026-07-22,2026-08-26,25,Available,False
UNIT03583,FAC039,O+,Platelets,58,2026-07-28,2026-08-02,1,Available,True
UNIT03584,FAC039,AB-,Plasma,250,2026-02-17,2027-02-17,200,Available,False
UNIT03585,FAC039,B+,RBC,269,2026-07-30,2026-09-03,33,Available,False
UNIT03586,FAC039,B+,Platelets,58,2026-07-30,2026-08-04,3,Available,False
UNIT03587,FAC039,O+,Plasma,220,2025-11-03,2026-11-03,94,Available,False
UNIT03588,FAC039,O+,RBC,251,2026-07-06,2026-08-10,9,Available,False
UNIT03589,FAC039,B+,RBC,275,2026-07-02,2026-08-06,5,Available,True
UNIT03590,FAC039,O+,RBC,276,2026-07-02,2026-08-06,5,Available,True
UNIT03591,FAC039,B+,Platelets,55,2026-07-31,2026-08-05,4,Available,False
UNIT03592,FAC039,AB+,Platelets,60,2026-07-31,2026-08-05,4,Available,False
UNIT03593,FAC039,B+,RBC,261,2026-07-26,2026-08-30,29,Available,False
UNIT03594,FAC039,O+,Plasma,244,2026-03-10,2027-03-10,221,Reserved,False
UNIT03595,FAC039,O+,Platelets,59,2026-07-30,2026-08-04,3,Available,False
UNIT03596,FAC040,O+,Platelets,50,2026-07-29,2026-08-03,2,Reserved,False
UNIT03597,FAC040,O+,Platelets,58,2026-08-01,2026-08-06,5,Available,False
UNIT03598,FAC040,O-,RBC,258,2026-07-09,2026-08-13,12,Reserved,False
UNIT03599,FAC040,O+,Whole Blood,395,2026-07-25,2026-08-29,28,Available,False
UNIT03600,FAC040,O+,Whole Blood,367,2026-06-27,2026-08-01,0,Available,True
UNIT03601,FAC040,O-,RBC,290,2026-07-06,2026-08-10,9,Available,False
UNIT03602,FAC040,O+,Whole Blood,371,2026-07-25,2026-08-29,28,Available,False
UNIT03603,FAC040,AB+,Platelets,57,2026-07-31,2026-08-05,4,Available,False
UNIT03604,FAC040,O+,RBC,274,2026-07-20,2026-08-24,23,Available,False
UNIT03605,FAC040,O+,Platelets,60,2026-07-31,2026-08-05,4,Available,False
UNIT03606,FAC040,AB+,RBC,261,2026-06-26,2026-07-31,-1,Expired,False
UNIT03607,FAC040,O+,Whole Blood,379,2026-07-10,2026-08-14,13,Available,False
UNIT03608,FAC040,O+,RBC,267,2026-07-20,2026-08-24,23,Available,False
UNIT03609,FAC040,AB+,Platelets,60,2026-07-27,2026-08-01,0,Available,True
UNIT03610,FAC040,O+,Platelets,53,2026-07-30,2026-08-04,3,Available,False
UNIT03611,FAC040,O+,Whole Blood,369,2026-07-26,2026-08-30,29,Reserved,False
UNIT03612,FAC040,O+,RBC,298,2026-07-22,2026-08-26,25,Available,False
UNIT03613,FAC040,O+,RBC,255,2026-07-10,2026-08-14,13,Available,False
UNIT03614,FAC040,O+,RBC,268,2026-07-07,2026-08-11,10,Available,False
UNIT03615,FAC040,O+,Platelets,50,2026-07-29,2026-08-03,2,Available,False
UNIT03616,FAC040,O+,Platelets,51,2026-07-30,2026-08-04,3,Available,False
UNIT03617,FAC040,O+,RBC,253,2026-07-09,2026-08-13,12,Available,False
UNIT03618,FAC040,O+,Whole Blood,381,2026-07-13,2026-08-17,16,Available,False
UNIT03619,FAC040,O+,RBC,252,2026-07-21,2026-08-25,24,Available,False
UNIT03620,FAC040,O+,Whole Blood,368,2026-07-21,2026-08-25,24,Available,False
UNIT03621,FAC040,O+,Whole Blood,389,2026-07-21,2026-08-25,24,Available,False
UNIT03622,FAC040,B-,Platelets,58,2026-07-28,2026-08-02,1,Available,True
UNIT03623,FAC040,AB+,RBC,282,2026-07-18,2026-08-22,21,Available,False
UNIT03624,FAC040,O+,RBC,266,2026-07-20,2026-08-24,23,Available,False
UNIT03625,FAC040,O+,Platelets,56,2026-07-27,2026-08-01,0,Available,True
UNIT03626,FAC040,AB+,Platelets,55,2026-07-31,2026-08-05,4,Available,False
UNIT03627,FAC040,O+,RBC,295,2026-07-13,2026-08-17,16,Available,False
UNIT03628,FAC040,O+,Whole Blood,446,2026-07-30,2026-09-03,33,Available,False
UNIT03629,FAC040,O+,Platelets,59,2026-07-29,2026-08-03,2,Available,False
UNIT03630,FAC040,AB+,Platelets,60,2026-07-30,2026-08-04,3,Available,False
UNIT03631,FAC040,O+,Platelets,59,2026-07-29,2026-08-03,2,Available,False
UNIT03632,FAC040,O+,Platelets,59,2026-07-30,2026-08-04,3,Available,False
UNIT03633,FAC040,AB+,RBC,280,2026-07-17,2026-08-21,20,Available,False
UNIT03634,FAC040,AB+,RBC,264,2026-07-10,2026-08-14,13,Available,False
UNIT03635,FAC040,AB+,Whole Blood,419,2026-07-02,2026-08-06,5,Reserved,False
UNIT03636,FAC040,O+,RBC,258,2026-07-09,2026-08-13,12,Available,False
UNIT03637,FAC040,O+,Platelets,52,2026-07-29,2026-08-03,2,Available,False
UNIT03638,FAC040,O+,Whole Blood,364,2026-07-14,2026-08-18,17,Available,False
UNIT03639,FAC040,O-,Platelets,52,2026-07-30,2026-08-04,3,Available,False
UNIT03640,FAC040,O+,Platelets,58,2026-07-31,2026-08-05,4,Available,False
UNIT03641,FAC040,O+,Platelets,52,2026-07-29,2026-08-03,2,Reserved,False
UNIT03642,FAC040,AB+,Whole Blood,379,2026-07-04,2026-08-08,7,Available,True
UNIT03643,FAC040,O+,Whole Blood,399,2026-07-30,2026-09-03,33,Available,False
UNIT03644,FAC040,O+,RBC,282,2026-07-26,2026-08-30,29,Reserved,False
UNIT03645,FAC040,O+,Platelets,60,2026-07-29,2026-08-03,2,Available,False
UNIT03646,FAC040,O+,RBC,268,2026-07-26,2026-08-30,29,Available,False
UNIT03647,FAC040,O+,RBC,296,2026-07-05,2026-08-09,8,Available,False
UNIT03648,FAC040,O+,Platelets,53,2026-07-31,2026-08-05,4,Available,False
UNIT03649,FAC040,O+,Whole Blood,450,2026-07-13,2026-08-17,16,Available,False
UNIT03650,FAC040,O+,RBC,285,2026-07-06,2026-08-10,9,Available,False
UNIT03651,FAC040,O+,Whole Blood,425,2026-07-21,2026-08-25,24,Available,False
UNIT03652,FAC040,O+,Platelets,53,2026-07-28,2026-08-02,1,Available,True
UNIT03653,FAC040,O+,Whole Blood,373,2026-07-17,2026-08-21,20,Available,False
UNIT03654,FAC040,B-,RBC,297,2026-06-26,2026-07-31,-1,Expired,False
UNIT03655,FAC040,O+,RBC,294,2026-07-04,2026-08-08,7,Available,True
UNIT03656,FAC040,AB+,RBC,292,2026-06-23,2026-07-28,-4,Expired,False
UNIT03657,FAC040,O+,RBC,291,2026-07-27,2026-08-31,30,Available,False
UNIT03658,FAC040,O+,RBC,255,2026-07-22,2026-08-26,25,Available,False
UNIT03659,FAC040,O+,Whole Blood,350,2026-06-21,2026-07-26,-6,Expired,False
UNIT03660,FAC040,O+,Platelets,59,2026-07-30,2026-08-04,3,Available,False
UNIT03661,FAC040,O+,Platelets,50,2026-07-30,2026-08-04,3,Available,False
UNIT03662,FAC040,O+,Platelets,58,2026-07-28,2026-08-02,1,Available,True
UNIT03663,FAC040,O+,Platelets,59,2026-07-31,2026-08-05,4,Available,False
UNIT03664,FAC040,O+,RBC,300,2026-07-25,2026-08-29,28,Available,False
UNIT03665,FAC040,B-,Whole Blood,416,2026-07-15,2026-08-19,18,Available,False
UNIT03666,FAC040,O+,Platelets,60,2026-07-31,2026-08-05,4,Available,False
UNIT03667,FAC040,O+,RBC,251,2026-07-06,2026-08-10,9,Available,False
UNIT03668,FAC040,O+,Platelets,51,2026-07-30,2026-08-04,3,Available,False
UNIT03669,FAC040,O+,RBC,258,2026-07-29,2026-09-02,32,Available,False
UNIT03670,FAC040,AB+,Whole Blood,447,2026-07-25,2026-08-29,28,Reserved,False
UNIT03671,FAC040,O-,RBC,286,2026-07-03,2026-08-07,6,Available,True
UNIT03672,FAC040,O+,Whole Blood,360,2026-07-19,2026-08-23,22,Available,False
UNIT03673,FAC040,O+,Whole Blood,423,2026-07-07,2026-08-11,10,Reserved,False
UNIT03674,FAC040,O+,Whole Blood,396,2026-06-27,2026-08-01,0,Available,True
UNIT03675,FAC040,O+,RBC,257,2026-06-24,2026-07-29,-3,Expired,False
UNIT03676,FAC040,O+,RBC,297,2026-07-22,2026-08-26,25,Available,False
UNIT03677,FAC040,AB+,RBC,254,2026-07-19,2026-08-23,22,Available,False
UNIT03678,FAC040,AB+,Platelets,52,2026-07-28,2026-08-02,1,Available,True
UNIT03679,FAC040,O+,Platelets,52,2026-07-29,2026-08-03,2,Available,False
UNIT03680,FAC040,O+,Whole Blood,411,2026-07-25,2026-08-29,28,Available,False
UNIT03681,FAC041,A+,Platelets,57,2026-07-30,2026-08-04,3,Available,False
UNIT03682,FAC041,O+,Whole Blood,366,2026-07-21,2026-08-25,24,Available,False
UNIT03683,FAC041,A+,Platelets,55,2026-07-31,2026-08-05,4,Available,False
UNIT03684,FAC041,B+,Whole Blood,443,2026-07-09,2026-08-13,12,Available,False
